"ADG10003u_007" "ADG10003u_008" "ADG10003u_009" "ADG10003u_010" "ADG10003u_015" "ADG10003u_016" "ADG10003u_017" "ADG10003u_021" "ADG10003u_022" "ADG10003u_023" "ADG10003u_051" "ADG10003u_052" "ADG10003u_053" "ADG10003u_066" "ADG10003u_067" "ADG10003u_071" "ADG10003u_072" "ADG10003u_073" "ADG10003u_087" "ADG10003u_088" "ADG10003u_089" "ADG10003u_097" "ADG10003u_098" "ADG10003u_112" "ADG10003u_113" "ADG19007u_011" "ADG19007u_012" "ADG19007u_013" "ADG19007u_014" "ADG19007u_015" "ADG19007u_016" "ADG19007u_017" "ADG19007u_071" "ADG19007u_072" "ADG19007u_073" "ADG19007u_074" "ADG19007u_075" "ADG19007u_076" "ADG19007u_077" "ADG19007u_091" "ADG19007u_092" "ADG19007u_093" "ADG19007u_094" "ADG19007u_095" "ADG19007u_096" "ADG19007u_097" "ADG19007u_161" "ADG19007u_162" "ADG19007u_163" "ADG19007u_164"
"Beta-Alanine" 0 0 0.00186141151038198 0 0 0.00182938488962316 0.00126498416749087 0.00147296858367296 0 0.00137742699479353 0.00116730379561993 0.00153898164128768 0.0012402429170411 0 0 0.00168143368570321 0.0012820444810877 0.00189143577136324 0.00107929292438646 0.00195809219531171 0.00167755114547961 0.00141688310593895 0.00108156755624834 0.00072455630051154 0 0.00103740645216112 0.000661173892478614 0.00130068745457573 0.00136363097540663 0.000597886738050489 0 0.00110530772073775 0.000938896675163564 0 0.000594854018354486 0 0.000757866193499053 0.000602678447481348 0 0.00136708143378189 0 0.00139232179507159 0 0.000961838539580513 0.00181599989219509 0.00134664343581015 0 0 0.000714070181093181 0.00137952691373815
"D-Fructose" 0 0 0.00162045954922899 0 0.00222058697530663 0.00165770986640172 0.00249241863221361 0.0010931838347682 0.00153515124548949 0.00170391196179822 0.00165783400057595 0.00104713237656465 0.00120139083181367 0.000507964909403611 0.00163437426890585 0.00164609545990195 0 0.00176782335021671 0.00207658131825461 0.00200575964295059 0.000948963033800979 0 0.00256176019990332 0.00148338816508383 0.00200117957254239 0.0013067764629688 0.00146653703106374 0.00117493955596921 0 0.00123881902425435 0.0010804735005965 0.00139698961300949 0.0016860566445929 0.00183003726235007 0 0.00139153157613588 0.000865279615369455 0.00180834659686971 0.00135144736108611 0.00155393754234403 0.00151287380262909 0.00189243223101429 0.00143696440722385 0.00163980766780587 0.00139130498684342 0.000930454861696459 0 0 0 0.00123347832828069
"D-GluconicAcid" 0 0 0.00130286647345831 0 0 0.000599488854012226 0 0 0 0 0 0.00196397121307997 0.00137004841100456 0 0 0 0 0 0.00254628298574063 0.00291540627928145 0.00367233817123023 0.0029408208316608 0.00109701955460476 0.00141537312453713 0.00122520134337295 0.000806986463795579 0 0.00140780690254193 0.00221166713760959 0 0.00095547890849022 0 0.00271995528332115 0.00164937926111895 0.00166022609838188 0 0.000912927694067215 0.00114912648153403 0 0.00265822850757524 0 0.00090203728626723 0.00136746245563848 0 0.00167756474379713 0 0.00222570596898286 0 0.0019499865601544 0.00269857223403826
"L-Histidine" 0 0 0.00120010201293481 0 0 0 0 0.000540697371654483 0 0 0 0.00190119887646464 0.0026588232541431 0.000796748187144898 0 0 0.00187383409988413 0.00113069552861081 0 0.0033587688065094 0.00276552526097057 0 0.00100418369233781 0.00277447846704336 0.00137103129683972 0 0 0 0.0015211096184441 0.00129251296668153 0 0.001227097424865 0 0 0 0.000715704400918805 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00175644611709071
"Sarcosine" 0 0 0.00111712546327793 0 0 0 0.000967560631998814 0 0 0 0.000922720822440036 0.000692778400488173 0 0 0 0 0.00120034451241028 0 0 0.000910888906537301 0.000893159686326697 0.000985390538069168 0.000911536470406945 0.000616128525143447 0 0 0 0 0 0 0 0.00107949716327374 0.00112643668249086 0 0 0 0 0 0 0 0 0 0 0 0.00067175966895829 0 0 0 0 0
"2-deoxyguanosine" 0 0 0.000795107000743423 0.000639793823368899 0 0.00107792040986661 0.000528704617037828 0 0 0 0 0 0 0 0 0.000406783504706885 0.000664656831985732 0 0 0 0 0 0 0 0 0.000533277495813248 0 0 0 0 0.00094530735272796 0 0.000646280573780488 0 0.000533317050728423 0 0 0 0 0 0 0 0.000342668350591615 0 0 0.000340397038663467 0 0 0 0
"SebacicAcid" 0 0 0.000624064837860199 0 0 0.000637511670848722 0.000515466631629962 0.000375495285044776 0.000577022658844108 0 0.00041218486492731 0 0.000332139739640944 0 0.000341174410286088 0 0 0 0.000405688071188089 0 0.000412971847764167 0 0 0 0 0.000320773030218589 0.000497044129310303 0.000329109793408041 0 0 0.000419918461123923 0.000332448680417345 0.000561520973983322 0.00040757485100354 0 0 0.000591351552273874 0 0.000312747829008769 0.000461886126993509 0 0.000455247598903771 0.00051559691580674 0 0 0 0 0 0 0
"3-HydroxyphenylAceticAcid" 0 0 0.000601929128078312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000645736119869181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000331516662600051 0 0 0 0 0 0 0 0 0 0 0
"L-Tyrosine" 0 0 0.000576004087964439 0 0 0 0 0 0 0.000662313251404182 0 0.00114110764380369 0.000922377407904569 0 0 0.000511135601535311 0 0.00079473249699638 0 0 0 0.000811628873825775 0.00084392757539554 0 0 0 0 0 0.00076614404213478 0.000637849180373339 0 0 0 0 0 0.000715273633580474 0 0 0.000641483646788584 0 0.000970822204273259 0.000719503312108844 0 0 0.000458359270597496 0.000690638221174479 0 0 0 0
"HomovanillicAcid" 0 0 0.00056054896818372 0 0 0 0 0 0 0 0 0.000279704885560807 0.00025445516755369 0 0 0 0 0 0 0.000283130490106592 0 0 0 0 0 0.000315069807682806 0 0 0 0.000332456467536971 0 0 0.00047137739862975 0 0 0.000237342685109915 0 0.000403790067656824 0 0 0 0 0 0 0.000614756242418699 0 0 0 0 0.000441399616594102
"Trigonelline" 0 0 0.000465775579195682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00065646144531962 0 0 0 0 0 0 0.00043447884245192 0 0.000526586467901114 0 0 0.000717631091100493 0 0.000676307846622553 0.000936057559190429 0.000341119149609965 0 0.000771126959442623 0 0 0.000642097686194558 0 0.00111124134394807 0.000381746991235629 0.0010317654804991 0.000940950872119912
"4-EthylPhenol" 0 0 0.000458710817302601 0 0 0.000504797091417944 0 0.000699789720318251 0 0.000812764135527617 0 0.000510816388313646 0.000447813226010478 0.000489184946697795 0.000579032498742536 0.00104110679708085 0.000873998446718188 0.000977043250015963 0.000411278501796154 0.000502837624078067 0.000503190042671631 0.000688319968309274 0.000812589153562058 0.000436193702062108 0.000570155388740322 0 0.000537338686263095 0 0.000439957809862735 0.000408918827369073 0.000507735911343718 0 0.000536944535654206 0.000666079270861102 0.000461399482225249 0.000498668821877254 0.000659450836394852 0.000503703875028308 0.000620504533565743 0.000495980088696037 0 0.000588006851201274 0.000677120257719066 0 0.000601102892194354 0.000568007851002026 0 0.0007808548038205 0.000558460718112529 0.000544896772813673
"L-Isoleucine" 0 0 0.000364215232902971 0 0 0 0 0 0.000379673495784996 0.000390904839296526 0.000352587536065477 0 0 0.00037703647409279 0.000387041829046604 0.000408963145900991 0 0.000392092910033203 0 0.000389363231285163 0.000378969436459759 0 0 0.000418074185364186 0.000491237720912347 0.00045185946218578 0.000453786780723847 0.00044246824022324 0 0.000366825850373132 0 0 0.000370975747668171 0.00039572771673467 0.000328001981580496 0 0 0 0 0 0 0 0.000273250899793297 0.000354329533791224 0 0.000374508927986809 0.000321946595354871 0 0.00043430383447641 0
"CholineChloride" 0 0 0.000252842605813026 0 0 0 0.000703950684211703 0 0 0 0 0 0.000278214191246049 0 0 0 0 0 0.0003528815237126 0 0.000184682705390135 0 0 0 0.000312589637198565 0 0 0.000180817070000731 0 0 0.00037839238560106 0 0 0 0 0.000247544672023605 0 0 0.00025534459716458 0.000190247169058564 0.000285404454816592 0 0.000270494376955391 0.000312326788820956 0 0.000164514288839534 0 0 0.000186972940435049 0
"L-Methionine" 0 0 0 0.00098741273703901 0 0 0 0.000500567125078847 0 0 0 0.00116302734405983 0.000473012598392772 0 0 0.00040327558618951 0.00147722984805036 0.000845132103577509 0 0 0 0.000515730622962469 0 0.00160057626709923 0 0 0 0 0 0 0 0 0 0.000415473945843052 0 0 0.000422032803784744 0 0 0 0 0 0 0 0 0 0 0 0 0
"GlutaricAcid" 0 0 0 0.000891984118094715 0 0 0 0 0 0 0 0 0 0 0 0 0.0018893780378422 0 0 0 0 0 0 0.00178809445380718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acetaminophen" 0 0 0 0.000759671435293236 0 0 0 0 0 0 0 0 0 0 0 0 0.00349017380696927 0.000327991752431659 0 0 0 0 0 0.00150029320395202 0.000607885984191334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4-HydroxyphenylAceticAcid" 0 0 0 0.00069715458142923 0.000551596787934183 0.000362133451731723 0.000712040111486248 0.000466365966447204 0 0 0 0.000448602689829726 0 0 0 0.000720681508153633 0.000973783992967199 0.000444316725413349 0 0 0 0 0 0.000678777525153261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000519919789650209 0 0 0 0
"L-Glutathione-reduced" 0 0 0 0.000675945212437736 0 0.00126487031705072 0 0.00123128888611805 0 0 0.00106479548762039 0.00151796193618857 0.00129273693232519 0 0.000865404709695278 0 0 0 0 0 0.00118949417408254 0.0012726290157493 0.00105208085079477 0 0 0.000685874445084377 0 0.000675842195497284 0.00103197084397893 0 0 0 0.00126262432358975 0 0.000742650236402634 0 0 0.00088284448895616 0 0 0 0.00101867053920956 0.0012033877495896 0 0.00122162903061112 0 0 0 0.00102264930368609 0
"2-Aminobutyric Acid" 0 0 0 0.000428745557319176 0 0 0 0.000559446405687587 0 0.000424057297716584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000518910701505978 0.000484616878348553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PantothenicAcid" 0 0 0 0.000204927045063079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000405122783801528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"O-Acetyl-L-Carnitine" 0 0 0 0.00011654083852277 0.0002897343472414 0.00059430327498796 0.000257263477622759 0 0 0 0 0 0 0 0 0.00018565470958 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000274055646834989 0 0 0 0 0 0 0.000182027632764662 0 0 0 0 0 0 0.000233218217894694 0 0 0 0.000264441239403254 0 0.000189866021699943
"Acetoacetate" 0 0 0 0 0.00191121263527211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L-Glutamine" 0 0 0 0 0.00136877808746315 0 0 0 0.00170194422826746 0 0 0 0 0 0.00143736710477346 0 0 0 0.00175277539063199 0.00236938711024398 0 0 0 0 0 0 0.00120114801322977 0.00119441221893717 0 0.00227274391961355 0.00105018562566675 0.00120111542378691 0 0 0.00166151217297427 0.00208376305718931 0.00173696406849103 0.00129944130291824 0.00181617424508813 0 0 0 0.0016999801533104 0.00147346496031288 0 0 0 0.0013907100187207 0 0
"L-Ornithine" 0 0 0 0 0.0010929498621361 0.00145112420228447 0.000958683615099161 0 0 0 0 0 0 0 0 0 0 0 0.00140649037891113 0 0 0.00235184421225683 0 0.00108801385722334 0.00175692762511563 0 0 0 0.00170232131007559 0 0 0 0 0 0 0.00140272154194198 0 0.000618629894126088 0 0 0 0 0 0 0 0 0.00188542849539176 0 0.00186724520243256 0.00218966472638126
"2-oxoglutarate" 0 0 0 0 0.000836340073433546 0.00165299558443801 0.0019259830193264 0 0 0 0.00134767982248387 0.00133328297295197 0.000991599199999567 0.00115126630289123 0 0.000654836754676423 0 0 0 0 0.00129462925953345 0.000730060175113355 0 0 0.00138363556131885 0.00133676146802946 0 0.000922250196063988 0 0 0.00126722371921386 0.00113142398877566 0.00102276188806148 0.000606949234333357 0 0.00104636937526309 0.000980664843894532 0.000983550579998385 0 0 0.00123623222427071 0 0 0.00136031067124347 0 0.00126637456792237 0.00096134289867136 0 0.000612451809144525 0.00140719304386258
"EthylmalonicAcid" 0 0 0 0 0.000763185359016861 0.00057997762917317 0.000610052738638543 0.000420010016026083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000507637593489095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L-Arginine" 0 0 0 0 0 0.00216516676070388 0.00127243153189244 0.00159956879096243 0.00179760552311867 0.00193573890174853 0.00185640354759218 0.00388463923594672 0.00239687956692222 0.00223908226366697 0.00149193092325352 0 0 0.00103504787005391 0.00108781893718247 0.00231868321861797 0.00329073929528845 0.00267352748426713 0.00108229733118389 0.00140922336716192 0.00225667830006292 0.00234545666253563 0.00259513641853519 0.00226229139171961 0.00251513248543521 0.00143184593887141 0.00228045337753996 0.00133611505601409 0.00181512802021458 0.00174523557989719 0.00180980260970299 0.0010918004838615 0.00240344653548277 0.00116989749760098 0.0012246061497771 0.00164658060972655 0.00266711095741733 0.00141341913779846 0 0 0.00111046151818586 0 0 0 0 0
"Uridine" 0 0 0 0 0 0.000699959827979773 0 0.0010255875898824 0.00102486247888413 0 0 0 0 0.00062131071643869 0.00108365170008296 0.000431469643316318 0 0 0.000639841356910314 0 0.00077968971018971 0 0 0 0 0 0.000622555014268095 0 0.000494911809756312 0 0 0 0.000706208425936479 0 0.00068923333362384 0.000856641111185525 0 0 0.000795878566484404 0.000863539820778241 0.000616753431920195 0 0 0.000482373779831263 0.000644666571876452 0 0 0 0.000603715525138181 0
"Inosine" 0 0 0 0 0 0.000327923168019818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000455334356064608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L-Leucine" 0 0 0 0 0 0.000321418016912858 0 0 0 0 0 0 0.000335395754110306 0 0 0 0 0.000278961010097422 0.000327137360988246 0 0 0 0 0 0.000435841364746362 0 0.000336269129360839 0 0.00029139665966475 0 0 0.000350097201393102 0 0 0 0 0 0 0 0 0.000290650717073412 0 0.000238845698303872 0 0 0 0 0 0 0
"Glycerophosphocholine" 0 0 0 0 0 0 0.000664120042820328 0 0.000215708181610962 0 0 0 0.00028692207579624 0.000694154354881551 0.00108405629426755 0.000620387680949598 0 0 0 0 0 0 0 0.000267124099907128 0.000394401516833651 0 0 0 0 0.000864454892336764 0.000577288555148083 0 0 0.00027524533904835 0.000226233686132251 0.000295950426649803 0 0.000266662531973999 0.000217609330697226 0.00018714474257283 0 0 0.000366247178744544 0 0.000221431555914292 0.000109215465779362 0.00042677588394052 0.000880246895955615 0.000307786966869198 0.000489986077559055
"Cadaverine" 0 0 0 0 0 0 0.000614435952860411 0 0 0 0 0.000889040573255412 0.00100044780015705 0.00101238967426224 0.000605605725313397 0.000853517945652743 0 0 0 0.000407260356524432 0 0 0 0 0 0 0 0 0 0 0 0 0.000800480869302224 0.00084753122857284 0.000745974490189789 0.00065478054816732 0 0 0.000776166121126042 0.000444988625056225 0 0.000999761284340681 0.000722034916384266 0 0.000800191682986713 0.000649033702658612 0.000491954592635327 0 0.000937880951970277 0.00061089979345786
"GMP" 0 0 0 0 0 0 0.000540701476580018 0 0.000572088300036606 0 0.00080510796863781 0 0.000667766828093083 0.000816738393443752 0.000758085685527444 0.00074223956094242 0.000525494574133291 0.000964718469373961 0 0.00080465276131205 0.0013673298413134 0.00171192699778874 0.000722636733020206 0.00113011487346383 0.000797897844481326 0 0.000670827358904902 0.000702462441649216 0.000945249541255968 0 0.000882741989729863 0.00065288310537356 0 0 0 0 0.000655513623141073 0 0 0 0 0 0 0 0 0 0.000619036389051748 0 0.000846857973001343 0.000939643956516345
"Uracil" 0 0 0 0 0 0 0 0.00132005859294137 0 0.00177922938459509 0.0042561786024304 0.00230333247904891 0 0 0 0 0 0 0.00172793380077701 0.00198514359150081 0.0018652854600162 0 0 0.00297641646771117 0 0.00127276984196394 0 0.00195244177075559 0.00216977580999643 0 0.00202359618985909 0.00187467973614624 0 0 0 0.00348089431106661 0 0.00257651690092729 0.00314110745609724 0.00161159963621377 0 0.00218247616014974 0.00206177718807847 0 0 0.00250113800254418 0.0047949779192468 0.00181515937021028 0.00292353118769275 0.00356842266386618
"2,3-Pyridine dicarboxylic Acid" 0 0 0 0 0 0 0 0.000804734819534868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100889486645822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L-Carnosine" 0 0 0 0 0 0 0 0.000746163273929066 0.00100146366346607 0.00131381516055905 0 0 0.00108793666526996 0 0.0013154829585955 0 0 0 0 0.000954322706171662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000932886448207868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UrocanicAcid" 0 0 0 0 0 0 0 0.000616888673769359 0 0 0 0 0 0 0 0 0.00092972857079377 0 0.00063143598327554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dimethylsulfone" 0 0 0 0 0 0 0 0.00043634406308302 0.00950175887037794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000359913065959113 0 0 0 0
"S-Acetamidomethylcysteine" 0 0 0 0 0 0 0 0.000365330090191978 0 0 0 0 0 0 0 0 0 0.000322145394799417 0.00053988397044201 0.000425081307732233 0 0 0 0 0 0 0.000517110869367874 0 0 0.00037266912696028 0 0 0 0 0 0 0 0 0.000668823006920458 0 0.000605843404474829 0 0 0 0 0.000459875133986051 0 0 0 0
"Adenosine" 0 0 0 0 0 0 0 0.000288346707252795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000447500121222769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MandelicAcid" 0 0 0 0 0 0 0 0 0.000738149741773362 0 0 0 0 0.000589948818929556 0 0.000455154262482915 0.000706269619603163 0 0.000811921595232369 0 0.000787155292843005 0 0 0 0.000499774896966537 0.000266193756868252 0.000548879298596329 0 0 0.000411913790386511 0 0.000463996722049919 0 0.000412347287401311 0 0.000767074952042799 0.000741263966888391 0.000660657101410025 0 0.000425270159912832 0.000527151970063874 0 0.000426454014764212 0.00045866786161499 0 0.000610822424435739 0 0 0 0.000673520888416028
"PhenylglyoxylicAcid" 0 0 0 0 0 0 0 0 0 0.000677183833478248 0.000781912472978527 0.00112232627571679 0 0.000484616707039764 0 0 0 0 0 0 0 0 0 0.00114443879752539 0 0 0 0 0.000928764332991417 0 0 0.000522290212117897 0 0 0 0.000791114356418378 0 0.00061447010824318 0.0013272925492746 0.000517576934932055 0 0.000719978650368989 0.000592539283018521 0 0.000563218459547703 0 0.000823811721318165 0 0.000702698841277925 0.000813033950344064
"Lactate" 0 0 0 0 0 0 0 0 0 0.000655161962196808 0 0 0 0 0 0 0 0 0 0 0.000882711745748928 0 0 0 0.000827965026324345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UDP" 0 0 0 0 0 0 0 0 0 0 0 0.00197361966083324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GuanidinoaceticAcid" 0 0 0 0 0 0 0 0 0 0 0 0.0013653502260009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000569701711384825 0 0 0.00240423956563371 0 0 0 0.00573921859644403 0 0 0 0 0 0.00136031256789664 0 0.00107206546820104 0 0 0 0.00141025262569876 0 0.00284086918256166 0.00170755177936019
"PimelicAcid" 0 0 0 0 0 0 0 0 0 0 0 0.000547723312745063 0 0 0 0 0.000835432475898353 0 0 0 0 0 0 0 0 0 0 0 0 0.000370169813097261 0 0 0 0 0 0 0 0 0 0 0.0005872720334095 0 0 0.000510230125348605 0 0 0 0 0.000667716683403937 0
"MethylmalonicAcid" 0 0 0 0 0 0 0 0 0 0 0 0.000492795048459762 0 0 0 0.00533373873123322 0.00476757516727658 0.00527079944415901 0 0 0 0.00294701633083929 0.00326604973895897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Propionate" 0 0 0 0 0 0 0 0 0 0 0 0.000447183717526038 0 0 0 0 0.00150015496980581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Malonate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000955175770549007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00108159664338157 0 0 0 0.00089260356953151 0 0.00123223358822883 0 0 0 0 0 0 0 0
"PropyleneGlycol" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000319006502193096 0 0.000550870455234659 0 0 0 0 0 0 0 0 0.000465890460774896 0 0 0.000318000858321093 0 0 0 0 0 0.00204085056444271 0 0 0.00167244728178708 0 0 0 0 0 0 0 0 0 0 0.00238950066732812 0 0
"beta-HydroxyisovalericAcid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000436433525094415 0.000327764814348247 0 0 0 0 0 0 0 0 0 0 0.000295387109866211 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000270907401324496 0 0 0.000336790274577946 0 0 0 0 0 0
"2-Propanol" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000427123918355526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00028842153296096 0 0 0 0 0 0 0 0 0
"alpha-HydroxyisobutyricAcid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00035274299760993 0.000269105189166776 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Isobutyrate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00107766398305614 0 0.00249802056147982 0 0 0 0.00126645232912116 0.00168553790896605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Methylguanidine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000593000952582645 0 0 0 0 0 0.00113567197559854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000915303045785589 0.0011528153443871 0.000864703223923923 0 0 0 0 0 0 0 0
"2-MethylglutaricAcid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00148298031866898 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000430334863108478 0.000324537787555941 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2-HydroxybutyricAcid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00160857436760766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Methylamine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000737082612333102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L-Valine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336726823271419 0 0 0.000376859137247518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000308616465388698 0 0.000298859972642296 0 0 0 0 0 0 0
"IsovalericAcid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000274000792931144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"N-(2-Furoyl)Glycine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00101329976628044 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00121599368603485 0 0.00118101409997064 0 0 0.000967780946163217 0.00222425314114382 0.000472453909742124 0 0.00102785306648831 0 0.00152482977917303 0
"2-deoxyguanosinemonophosphate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000694641215371601 0 0 0 0 0 0.0012783507525535 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00137663076185261 0 0 0 0 0 0
"KynurenicAcid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00052063087131765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UTP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0005770565176573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Methanol" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000599441020017812 0 0 0 0 0.000908297236805718 0 0 0 0 0 0 0 0 0 0 0
"Butyrate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000449586860274927 0 0 0 0 0 0 0 0 0 0 0 0
"2-deoxyadenosine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000641816503046053 0 0 0 0 0 0 0 0
